Strategy,Model,Train,Test,Accuracy,Precision_macro,Recall_macro,F1_macro,Class0_Precision,Class0_Recall,Class0_F1,Class0_Support,Class1_Precision,Class1_Recall,Class1_F1,Class1_Support,Macro_F1,Weighted_F1,Full_Report_JSON
X_LENGTH,deepset/gbert-base,HASOC (full),GAHD (full),0.5799381593306657,0.5698138192513462,0.509994217183362,0.40758881512628614,0.5807303953949231,0.9721958925750395,0.7271223489100254,6330.0,0.5588972431077694,0.047792541791684524,0.08805528134254689,4666.0,0.40758881512628614,0.4559431076159316,"{""0"": {""precision"": 0.5807303953949231, ""recall"": 0.9721958925750395, ""f1-score"": 0.7271223489100254, ""support"": 6330.0}, ""1"": {""precision"": 0.5588972431077694, ""recall"": 0.047792541791684524, ""f1-score"": 0.08805528134254689, ""support"": 4666.0}, ""accuracy"": 0.5799381593306657, ""macro avg"": {""precision"": 0.5698138192513462, ""recall"": 0.509994217183362, ""f1-score"": 0.40758881512628614, ""support"": 10996.0}, ""weighted avg"": {""precision"": 0.5714658002174168, ""recall"": 0.5799381593306657, ""f1-score"": 0.4559431076159316, ""support"": 10996.0}}"
X_LENGTH,deepset/gbert-base,HASOC (full),GERMEVAL+GAHD (GERMEVAL+GAHD),0.638870277792094,0.6827270147276308,0.5401789690090602,0.47553759858612493,0.633427885664412,0.9758803260778217,0.768218054315107,11899.0,0.7320261437908496,0.1044776119402985,0.18285714285714286,7504.0,0.47553759858612493,0.5418330478944213,"{""0"": {""precision"": 0.633427885664412, ""recall"": 0.9758803260778217, ""f1-score"": 0.768218054315107, ""support"": 11899.0}, ""1"": {""precision"": 0.7320261437908496, ""recall"": 0.1044776119402985, ""f1-score"": 0.18285714285714286, ""support"": 7504.0}, ""accuracy"": 0.638870277792094, ""macro avg"": {""precision"": 0.6827270147276308, ""recall"": 0.5401789690090602, ""f1-score"": 0.47553759858612493, ""support"": 19403.0}, ""weighted avg"": {""precision"": 0.6715602017485632, ""recall"": 0.638870277792094, ""f1-score"": 0.5418330478944213, ""support"": 19403.0}}"
X_LENGTH,deepset/gbert-base,GAHD (full),GERMEVAL (full),0.5897466397050077,0.5687639657473643,0.5754304603999969,0.5666215363773373,0.7217573221757322,0.6195008080445322,0.6667310851289979,5569.0,0.4157706093189964,0.5313601127554616,0.4665119876256767,2838.0,0.5666215363773373,0.5991419571743857,"{""0"": {""precision"": 0.7217573221757322, ""recall"": 0.6195008080445322, ""f1-score"": 0.6667310851289979, ""support"": 5569.0}, ""1"": {""precision"": 0.4157706093189964, ""recall"": 0.5313601127554616, ""f1-score"": 0.4665119876256767, ""support"": 2838.0}, ""accuracy"": 0.5897466397050077, ""macro avg"": {""precision"": 0.5687639657473643, ""recall"": 0.5754304603999969, ""f1-score"": 0.5666215363773373, ""support"": 8407.0}, ""weighted avg"": {""precision"": 0.6184636037164225, ""recall"": 0.5897466397050077, ""f1-score"": 0.5991419571743857, ""support"": 8407.0}}"
X_LENGTH,deepset/gbert-base,GAHD (full),HASOC (full),0.6615977725423002,0.5435029177870587,0.5950307040918257,0.5198250467741339,0.9133116883116883,0.6817741153659719,0.7807382736608381,4126.0,0.1736941472624292,0.5082872928176796,0.2589118198874296,543.0,0.5198250467741339,0.7200503823781307,"{""0"": {""precision"": 0.9133116883116883, ""recall"": 0.6817741153659719, ""f1-score"": 0.7807382736608381, ""support"": 4126.0}, ""1"": {""precision"": 0.1736941472624292, ""recall"": 0.5082872928176796, ""f1-score"": 0.2589118198874296, ""support"": 543.0}, ""accuracy"": 0.6615977725423002, ""macro avg"": {""precision"": 0.5435029177870587, ""recall"": 0.5950307040918257, ""f1-score"": 0.5198250467741339, ""support"": 4669.0}, ""weighted avg"": {""precision"": 0.8272949128159188, ""recall"": 0.6615977725423002, ""f1-score"": 0.7200503823781307, ""support"": 4669.0}}"
X_LENGTH,deepset/gbert-base,GAHD (full),HASOC+GERMEVAL (HASOC+GERMEVAL),0.6154022636892016,0.5694219391498463,0.586828817227723,0.5642787037280298,0.7968193384223918,0.6460030943785456,0.7135289091426944,9695.0,0.34202453987730064,0.5276545400769004,0.41502849831336514,3381.0,0.5642787037280298,0.6363470577344684,"{""0"": {""precision"": 0.7968193384223918, ""recall"": 0.6460030943785456, ""f1-score"": 0.7135289091426944, ""support"": 9695.0}, ""1"": {""precision"": 0.34202453987730064, ""recall"": 0.5276545400769004, ""f1-score"": 0.41502849831336514, ""support"": 3381.0}, ""accuracy"": 0.6154022636892016, ""macro avg"": {""precision"": 0.5694219391498463, ""recall"": 0.586828817227723, ""f1-score"": 0.5642787037280298, ""support"": 13076.0}, ""weighted avg"": {""precision"": 0.6792251801262039, ""recall"": 0.6154022636892016, ""f1-score"": 0.6363470577344684, ""support"": 13076.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,GERMEVAL (train),GERMEVAL (test),0.7875220718069452,0.7738983158737087,0.7330191087730156,0.7457008640562548,0.8018196202531646,0.9016903914590747,0.8488274706867671,2248.0,0.7459770114942529,0.5643478260869565,0.6425742574257426,1150.0,0.7457008640562548,0.7790242937443956,"{""0"": {""precision"": 0.8018196202531646, ""recall"": 0.9016903914590747, ""f1-score"": 0.8488274706867671, ""support"": 2248.0}, ""1"": {""precision"": 0.7459770114942529, ""recall"": 0.5643478260869565, ""f1-score"": 0.6425742574257426, ""support"": 1150.0}, ""accuracy"": 0.7875220718069452, ""macro avg"": {""precision"": 0.7738983158737087, ""recall"": 0.7330191087730156, ""f1-score"": 0.7457008640562548, ""support"": 3398.0}, ""weighted avg"": {""precision"": 0.782920561962185, ""recall"": 0.7875220718069452, ""f1-score"": 0.7790242937443956, ""support"": 3398.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,HASOC (train),HASOC (test),0.8388235294117647,0.6207100591715977,0.5052521008403361,0.47024597509769406,0.8414201183431953,0.9957983193277311,0.9121231558691469,714.0,0.4,0.014705882352941176,0.028368794326241134,136.0,0.47024597509769406,0.770722458022282,"{""0"": {""precision"": 0.8414201183431953, ""recall"": 0.9957983193277311, ""f1-score"": 0.9121231558691469, ""support"": 714.0}, ""1"": {""precision"": 0.4, ""recall"": 0.014705882352941176, ""f1-score"": 0.028368794326241134, ""support"": 136.0}, ""accuracy"": 0.8388235294117647, ""macro avg"": {""precision"": 0.6207100591715977, ""recall"": 0.5052521008403361, ""f1-score"": 0.47024597509769406, ""support"": 850.0}, ""weighted avg"": {""precision"": 0.770792899408284, ""recall"": 0.8388235294117647, ""f1-score"": 0.770722458022282, ""support"": 850.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,GAHD (train),GAHD (test),0.7705365262200667,0.7687663384630774,0.7748768148649665,0.7687246420377885,0.8374704491725768,0.7461822011585044,0.7891952102478418,1899.0,0.7000622277535781,0.8035714285714286,0.7482540738277352,1400.0,0.7687246420377885,0.771820978362983,"{""0"": {""precision"": 0.8374704491725768, ""recall"": 0.7461822011585044, ""f1-score"": 0.7891952102478418, ""support"": 1899.0}, ""1"": {""precision"": 0.7000622277535781, ""recall"": 0.8035714285714286, ""f1-score"": 0.7482540738277352, ""support"": 1400.0}, ""accuracy"": 0.7705365262200667, ""macro avg"": {""precision"": 0.7687663384630774, ""recall"": 0.7748768148649665, ""f1-score"": 0.7687246420377885, ""support"": 3299.0}, ""weighted avg"": {""precision"": 0.77915838188352, ""recall"": 0.7705365262200667, ""f1-score"": 0.771820978362983, ""support"": 3299.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,GERMEVAL (full),HASOC (full),0.826943671021632,0.6301441761331221,0.6781886237300361,0.6466766616691654,0.927797833935018,0.8720310227823558,0.8990504747626187,4126.0,0.3324905183312263,0.4843462246777164,0.39430284857571213,543.0,0.6466766616691654,0.8403488339359984,"{""0"": {""precision"": 0.927797833935018, ""recall"": 0.8720310227823558, ""f1-score"": 0.8990504747626187, ""support"": 4126.0}, ""1"": {""precision"": 0.3324905183312263, ""recall"": 0.4843462246777164, ""f1-score"": 0.39430284857571213, ""support"": 543.0}, ""accuracy"": 0.826943671021632, ""macro avg"": {""precision"": 0.6301441761331221, ""recall"": 0.6781886237300361, ""f1-score"": 0.6466766616691654, ""support"": 4669.0}, ""weighted avg"": {""precision"": 0.8585641923901778, ""recall"": 0.826943671021632, ""f1-score"": 0.8403488339359984, ""support"": 4669.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,GERMEVAL (full),GAHD (full),0.6188614041469626,0.6063340381208766,0.5868440582913335,0.581060805443658,0.6342075542728072,0.7984202211690363,0.706902580600042,6330.0,0.5784605219689462,0.37526789541363054,0.4552190302872741,4666.0,0.581060805443658,0.6001041588321832,"{""0"": {""precision"": 0.6342075542728072, ""recall"": 0.7984202211690363, ""f1-score"": 0.706902580600042, ""support"": 6330.0}, ""1"": {""precision"": 0.5784605219689462, ""recall"": 0.37526789541363054, ""f1-score"": 0.4552190302872741, ""support"": 4666.0}, ""accuracy"": 0.6188614041469626, ""macro avg"": {""precision"": 0.6063340381208766, ""recall"": 0.5868440582913335, ""f1-score"": 0.581060805443658, ""support"": 10996.0}, ""weighted avg"": {""precision"": 0.6105520747593646, ""recall"": 0.6188614041469626, ""f1-score"": 0.6001041588321832, ""support"": 10996.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,GERMEVAL (full),HASOC+GAHD (HASOC+GAHD),0.6808809447813597,0.6289063904223586,0.6070529965278446,0.6110383273252376,0.7303114712585465,0.8274674827850038,0.7758597498094427,10456.0,0.5275013095861708,0.38663851027068535,0.44621690484103244,5209.0,0.6110383273252376,0.6662453495898162,"{""0"": {""precision"": 0.7303114712585465, ""recall"": 0.8274674827850038, ""f1-score"": 0.7758597498094427, ""support"": 10456.0}, ""1"": {""precision"": 0.5275013095861708, ""recall"": 0.38663851027068535, ""f1-score"": 0.44621690484103244, ""support"": 5209.0}, ""accuracy"": 0.6808809447813597, ""macro avg"": {""precision"": 0.6289063904223586, ""recall"": 0.6070529965278446, ""f1-score"": 0.6110383273252376, ""support"": 15665.0}, ""weighted avg"": {""precision"": 0.6628720756536053, ""recall"": 0.6808809447813597, ""f1-score"": 0.6662453495898162, ""support"": 15665.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,HASOC (full),GERMEVAL (full),0.7036992982038777,0.7665824118893072,0.5683056095158807,0.5358070916115176,0.6949581960983026,0.9850960675166098,0.8149743742108,5569.0,0.8382066276803118,0.15151515151515152,0.25663980901223515,2838.0,0.5358070916115176,0.6264941201328261,"{""0"": {""precision"": 0.6949581960983026, ""recall"": 0.9850960675166098, ""f1-score"": 0.8149743742108, ""support"": 5569.0}, ""1"": {""precision"": 0.8382066276803118, ""recall"": 0.15151515151515152, ""f1-score"": 0.25663980901223515, ""support"": 2838.0}, ""accuracy"": 0.7036992982038777, ""macro avg"": {""precision"": 0.7665824118893072, ""recall"": 0.5683056095158807, ""f1-score"": 0.5358070916115176, ""support"": 8407.0}, ""weighted avg"": {""precision"": 0.7433154042379174, ""recall"": 0.7036992982038777, ""f1-score"": 0.6264941201328261, ""support"": 8407.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,HASOC (full),GAHD (full),0.5771189523463077,0.5535749045846361,0.5054046989786625,0.3933533757340781,0.578372830752006,0.979304897314376,0.7272407320506804,6330.0,0.5287769784172662,0.03150450064294899,0.05946601941747573,4666.0,0.3933533757340781,0.44387979997114846,"{""0"": {""precision"": 0.578372830752006, ""recall"": 0.979304897314376, ""f1-score"": 0.7272407320506804, ""support"": 6330.0}, ""1"": {""precision"": 0.5287769784172662, ""recall"": 0.03150450064294899, ""f1-score"": 0.05946601941747573, ""support"": 4666.0}, ""accuracy"": 0.5771189523463077, ""macro avg"": {""precision"": 0.5535749045846361, ""recall"": 0.5054046989786625, ""f1-score"": 0.3933533757340781, ""support"": 10996.0}, ""weighted avg"": {""precision"": 0.5573275190937761, ""recall"": 0.5771189523463077, ""f1-score"": 0.44387979997114846, ""support"": 10996.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,HASOC (full),GERMEVAL+GAHD (GERMEVAL+GAHD),0.6319641292583621,0.6786385725615627,0.5294538097483958,0.45253660726793676,0.6278207607994842,0.982015295402975,0.7659532627576939,11899.0,0.729456384323641,0.07689232409381663,0.13911995177817962,7504.0,0.45253660726793676,0.523529041472827,"{""0"": {""precision"": 0.6278207607994842, ""recall"": 0.982015295402975, ""f1-score"": 0.7659532627576939, ""support"": 11899.0}, ""1"": {""precision"": 0.729456384323641, ""recall"": 0.07689232409381663, ""f1-score"": 0.13911995177817962, ""support"": 7504.0}, ""accuracy"": 0.6319641292583621, ""macro avg"": {""precision"": 0.6786385725615627, ""recall"": 0.5294538097483958, ""f1-score"": 0.45253660726793676, ""support"": 19403.0}, ""weighted avg"": {""precision"": 0.667127760692556, ""recall"": 0.6319641292583621, ""f1-score"": 0.523529041472827, ""support"": 19403.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,GAHD (full),GERMEVAL (full),0.6088973474485547,0.5697560384074611,0.5721739542526958,0.5705228263423038,0.7131377312651841,0.6852217633327348,0.6989010989010989,5569.0,0.42637434554973824,0.4591261451726568,0.44214455378350864,2838.0,0.5705228263423038,0.6122262951609156,"{""0"": {""precision"": 0.7131377312651841, ""recall"": 0.6852217633327348, ""f1-score"": 0.6989010989010989, ""support"": 5569.0}, ""1"": {""precision"": 0.42637434554973824, ""recall"": 0.4591261451726568, ""f1-score"": 0.44214455378350864, ""support"": 2838.0}, ""accuracy"": 0.6088973474485547, ""macro avg"": {""precision"": 0.5697560384074611, ""recall"": 0.5721739542526958, ""f1-score"": 0.5705228263423038, ""support"": 8407.0}, ""weighted avg"": {""precision"": 0.6163333434145317, ""recall"": 0.6088973474485547, ""f1-score"": 0.6122262951609156, ""support"": 8407.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,GAHD (full),HASOC (full),0.707431998286571,0.5546072497416559,0.6089693976748982,0.5465636730747355,0.9151624548736462,0.737275811924382,0.8166442953020134,4126.0,0.19405204460966544,0.48066298342541436,0.2764830508474576,543.0,0.5465636730747355,0.7538240863196137,"{""0"": {""precision"": 0.9151624548736462, ""recall"": 0.737275811924382, ""f1-score"": 0.8166442953020134, ""support"": 4126.0}, ""1"": {""precision"": 0.19405204460966544, ""recall"": 0.48066298342541436, ""f1-score"": 0.2764830508474576, ""support"": 543.0}, ""accuracy"": 0.707431998286571, ""macro avg"": {""precision"": 0.5546072497416559, ""recall"": 0.6089693976748982, ""f1-score"": 0.5465636730747355, ""support"": 4669.0}, ""weighted avg"": {""precision"": 0.831298040058195, ""recall"": 0.707431998286571, ""f1-score"": 0.7538240863196137, ""support"": 4669.0}}"
RANDOM_SUBSTITUTION,deepset/gbert-base,GAHD (full),HASOC+GERMEVAL (HASOC+GERMEVAL),0.6440807586417865,0.5729606645594694,0.5849799847736928,0.5743026878184473,0.7905475504322766,0.7073749355337803,0.7466521502449646,9695.0,0.35537377868666215,0.46258503401360546,0.40195322539193007,3381.0,0.5743026878184473,0.657524965713907,"{""0"": {""precision"": 0.7905475504322766, ""recall"": 0.7073749355337803, ""f1-score"": 0.7466521502449646, ""support"": 9695.0}, ""1"": {""precision"": 0.35537377868666215, ""recall"": 0.46258503401360546, ""f1-score"": 0.40195322539193007, ""support"": 3381.0}, ""accuracy"": 0.6440807586417865, ""macro avg"": {""precision"": 0.5729606645594694, ""recall"": 0.5849799847736928, ""f1-score"": 0.5743026878184473, ""support"": 13076.0}, ""weighted avg"": {""precision"": 0.6780267090226771, ""recall"": 0.6440807586417865, ""f1-score"": 0.657524965713907, ""support"": 13076.0}}"
